condition,stimLeft,stimRight,action,chosen,rewLeft,rewRight,RT
2,2,4,2,4,76,52,1.22457896878041
2,2,4,1,2,52,32,0.4913113799239
1,3,1,2,1,44,62,0.641298593108331
2,2,4,1,2,62,36,1.24131843619398
1,3,1,2,1,50,66,0.67462271765271
1,1,3,1,1,74,52,0.733009286621382
2,4,2,2,2,26,60,0.649645518669786
1,3,1,1,3,60,68,1.07461342333409
2,4,2,2,2,34,40,0.741387858482994
2,4,2,2,2,46,60,0.691272948201004
1,3,1,2,1,62,70,1.3413940166829
2,4,2,1,4,24,46,1.29134753083326
1,1,3,2,3,84,52,0.641363311217901
1,1,3,1,1,72,56,0.52464491282899
2,4,2,2,2,44,62,0.674738754088139
2,2,4,1,2,62,40,1.09969382917097
1,1,3,1,1,70,52,1.18293785436344
1,1,3,1,1,64,64,0.574630957094996
2,2,4,1,2,74,42,1.14132211400738
1,3,1,2,1,42,56,0.649663765186233
2,4,2,2,2,58,72,0.932941204310737
1,1,3,1,1,52,70,0.691327687746707
2,2,4,1,2,48,32,0.75798791111265
1,3,1,2,1,48,40,0.566351885762742
2,2,4,1,2,74,34,0.691362755269438
2,2,4,1,2,68,38,0.666230746005567
1,3,1,2,1,60,86,0.957869080680211
2,2,4,1,2,64,50,0.79132144401774
1,3,1,2,1,74,76,0.882963142893459
2,2,4,1,2,88,52,1.01631723163882
1,3,1,2,1,80,56,0.88292522435404
2,2,4,1,2,68,26,0.591285179068109
1,1,3,1,1,52,52,1.23296324267994
2,4,2,2,2,58,66,0.699588512564333
1,3,1,2,1,68,44,0.791349383995112
1,1,3,1,1,70,44,0.741325991391932
2,2,4,1,2,86,42,1.00786339289971
1,3,1,2,1,48,72,1.13297005661207
2,2,4,1,2,90,40,1.24963286014918
1,1,3,1,1,64,40,0.607864989469817
2,2,4,1,2,72,52,0.616267509883983
1,3,1,2,1,40,78,0.557897761922504
2,4,2,2,2,42,52,0.707950548521694
1,3,1,2,1,44,48,0.674569688717384
2,2,4,1,2,62,24,0.649660058862537
1,1,3,2,3,58,80,0.716323988551267
2,2,4,2,4,44,72,1.06623770249007
1,3,1,1,3,38,66,0.69961702274486
2,4,2,2,2,40,68,0.641306005754814
1,1,3,2,3,56,32,0.699643252110945
2,4,2,2,2,62,52,0.782908089735429
2,2,4,1,2,64,36,1.05788707060401
1,3,1,2,1,68,46,0.574692539085845
2,2,4,2,4,62,42,0.666286055755336
1,1,3,1,1,66,30,0.616319968616153
2,2,4,2,4,82,34,0.73288270141893
1,3,1,1,3,56,62,0.582889786199303
1,3,1,2,1,42,60,1.05799170296723
2,2,4,1,2,46,44,0.66640266239483
1,3,1,2,1,74,94,0.657976763632178
2,2,4,1,2,84,16,0.832987932495598
1,3,1,2,1,38,64,0.574648918508501
2,2,4,1,2,50,26,0.732893820390018
1,3,1,1,3,46,58,1.04966530473484
2,2,4,2,4,56,38,1.15801739064045
1,3,1,1,3,38,64,0.682957668939707
2,2,4,1,2,64,58,0.766281522637655
2,4,2,2,2,54,48,0.957927811652553
1,3,1,1,3,60,58,0.66630401716975
1,1,3,2,3,60,48,0.991344879386816
2,4,2,1,4,56,44,1.41632789444611
1,3,1,2,1,54,46,0.649637250717205
2,4,2,1,4,46,66,0.991402755053059
2,4,2,2,2,40,74,0.532994119204886
1,3,1,1,3,52,54,0.666242435179811
2,4,2,2,2,66,62,0.641355328367354
1,3,1,1,3,48,76,1.21629219970055
2,4,2,2,2,32,64,0.566272627460421
1,1,3,2,3,88,44,0.69133624080132
1,1,3,1,1,76,56,0.541313960095977
2,4,2,2,2,48,62,0.874700322364333
2,2,4,1,2,56,36,0.624636673386703
1,3,1,2,1,42,74,0.849590551041729
2,2,4,1,2,42,28,0.949657578476035
1,3,1,2,1,68,72,0.607932558597895
2,2,4,1,2,52,40,0.474640907148569
1,3,1,2,1,40,58,0.582937398200556
1,1,3,2,3,72,40,2.77411085094081
2,4,2,1,4,34,54,3.71636780089921
2,2,4,2,4,60,38,1.71633187827683
1,3,1,1,3,50,68,1.4494481743468
2,4,2,2,2,22,82,1.58301276193924
1,1,3,2,3,72,66,1.81633418758884
1,1,3,2,3,70,56,1.14128994716884
2,4,2,2,2,32,46,1.87465542079553
2,2,4,1,2,68,60,1.65798954765705
1,1,3,2,3,42,42,0.974644900597923
2,4,2,1,4,32,30,1.40798092337718
1,3,1,1,3,40,52,1.1330000892367
1,3,1,1,3,60,60,0.549571081033719
2,2,4,1,2,66,38,3.61633441566937
2,2,4,1,2,80,34,0.857985043074223
1,1,3,2,3,74,62,1.02466487186575
1,1,3,2,3,80,60,0.799663239667098
2,4,2,2,2,40,60,1.46634292590898
2,2,4,1,2,62,24,0.741318913345822
1,1,3,2,3,60,44,1.44961467285157
2,4,2,2,2,30,64,1.09132186413353
1,3,1,1,3,62,70,1.35797862832078
1,3,1,1,3,60,76,0.641308906329868
2,2,4,1,2,54,52,0.966308856437536
1,3,1,1,3,72,84,0.891313824308781
2,4,2,2,2,58,48,0.966260959607098
2,2,4,99,99,94,44,4.00030705289373
1,3,1,1,3,64,78,0.916308842181934
2,4,2,2,2,52,64,2.54967571280031
1,3,1,2,1,66,66,0.666286533093626
1,3,1,1,3,44,66,2.19967361731415
2,4,2,2,2,52,60,1.31631038172327
1,3,1,2,1,68,60,1.09128537130982
2,4,2,2,2,20,74,0.807931715085942
1,3,1,1,3,58,36,1.43299447276331
2,4,2,2,2,36,84,0.949655014526797
1,3,1,2,1,70,74,1.56631501460106
2,2,4,1,2,60,48,1.17466890603373
1,1,3,2,3,70,40,1.92461267002273
2,4,2,2,2,10,50,1.26627530014684
2,2,4,1,2,44,56,1.53299649697419
1,3,1,2,1,60,96,2.14969498557275
2,4,2,1,4,54,58,1.0661840110688
1,1,3,1,1,60,44,1.23296733122515
1,3,1,2,1,32,50,0.599652919040636
2,4,2,2,2,32,50,1.18297301897474
1,3,1,1,3,74,66,3.72465281212862
2,2,4,1,2,58,34,1.95798592688425
2,2,4,1,2,46,62,1.16631119425892
1,3,1,1,3,44,74,1.09964564898655
2,4,2,2,2,52,52,1.17464011091488
1,3,1,1,3,38,42,0.7496481151029
1,1,3,1,1,46,68,1.22462273405927
2,2,4,1,2,68,44,1.0746167041907
2,4,2,2,2,32,64,1.23296305472286
1,1,3,1,1,30,22,1.52464648290425
2,2,4,2,4,60,54,1.78299542784771
1,3,1,2,1,36,62,1.13287293455596
2,4,2,2,2,40,88,2.31627845050298
1,3,1,1,3,42,34,2.00829641523524
1,3,1,1,3,34,84,1.11639785045918
2,4,2,2,2,50,50,0.766341015737453
1,1,3,1,1,32,84,0.649606747067082
2,4,2,2,2,20,58,1.3746601249477
1,1,3,1,1,62,78,2.12467373848085
2,4,2,2,2,58,54,0.999656169183254
1,1,3,1,1,76,54,1.10771141817713
2,2,4,1,2,50,28,1.74965951910963
1,1,3,1,1,56,42,2.03299521402369
2,4,2,2,2,42,50,0.691330017998553
2,2,4,1,2,74,36,2.78295893502582
1,3,1,2,1,64,78,1.94964817212258
2,4,2,2,2,62,96,2.74965609790797
1,1,3,1,1,84,48,1.49128634065073
2,4,2,2,2,6,80,1.29115399714738
1,1,3,1,1,54,62,0.916290025570561
1,3,1,2,1,58,92,2.70796760919802
2,2,4,1,2,78,38,1.40797579157334
2,4,2,2,2,20,60,3.39130969035614
1,3,1,2,1,88,38,2.79966067376517
2,4,2,2,2,26,64,1.08297042456252
1,1,3,1,1,38,40,3.02466287616426
2,4,2,2,2,34,56,0.641320595437719
1,1,3,1,1,80,66,1.22460876415062
1,1,3,1,1,60,40,2.09132214923375
2,4,2,2,2,62,42,1.71625575652888
1,3,1,1,3,72,72,3.44132053841713
2,2,4,2,4,48,42,1.42468579821889
2,2,4,1,2,86,46,0.966322541245972
1,3,1,2,1,42,70,3.44967368858943
1,3,1,2,1,64,66,2.1999339137783
2,4,2,2,2,24,66,0.849651279714635
2,4,2,2,2,42,74,3.4829922062163
1,1,3,1,1,68,44,1.97462180748335
1,3,1,2,1,50,70,0.84131381005227
2,2,4,1,2,68,26,1.04964107312844
1,1,3,1,1,78,58,3.44957076742412
2,4,2,2,2,36,70,1.00797539243376
2,2,4,1,2,82,30,1.29966338221675
1,3,1,2,1,54,74,1.91633906280185
2,4,2,2,2,54,70,0.699638692542067
1,1,3,1,1,46,34,2.41633321824793
2,4,2,2,2,34,52,0.616293076142938
1,3,1,1,3,46,56,0.941337786978693
1,1,3,1,1,68,70,0.64965150779517
2,2,4,1,2,70,28,0.782967488030408
1,3,1,2,1,66,62,2.41626507930505
2,2,4,1,2,52,46,0.841294423241379
2,4,2,2,2,16,52,2.30806100801783
1,3,1,2,1,68,52,2.1913301605482
2,2,4,1,2,62,42,3.34135443682862
1,1,3,99,99,62,50,4.0000815386511
1,3,1,2,1,62,78,1.82464029623043
2,2,4,2,4,70,48,2.22467576269264
2,4,2,2,2,40,70,2.2579403963864
1,3,1,2,1,40,88,3.56634238421884
2,2,4,1,2,60,22,1.87461379616889
1,1,3,1,1,68,74,1.53298480786634
1,1,3,1,1,58,52,1.10798397394865
2,2,4,1,2,72,34,1.16633685327542
2,4,2,2,2,28,40,1.11633142211667
1,1,3,1,1,62,46,2.69131405238841
2,2,4,1,2,66,24,1.34958841512525
1,1,3,1,1,80,44,2.44953712560346
1,1,3,2,3,88,58,1.19130022502941
2,2,4,1,2,48,32,3.19964653279658
1,1,3,1,1,76,38,1.96632026044517
2,2,4,1,2,66,4,1.79131579149907
2,4,2,2,2,38,74,1.28304033112727
1,1,3,1,1,58,50,0.707971315500799
1,1,3,1,1,74,32,0.741329747153031
2,2,4,1,2,72,48,1.0997089412258
1,3,1,1,3,56,68,3.64131546363387
2,4,2,2,2,42,54,0.749682327124901
2,2,4,1,2,60,32,1.43295826504072
1,3,1,2,1,54,54,0.966324822047682
1,1,3,1,1,64,42,0.749533789930865
2,2,4,1,2,48,34,1.11633284761774
2,4,2,2,2,78,68,0.866283168910741
1,1,3,1,1,66,56,1.9746400538952
2,2,4,1,2,52,50,0.816355855202346
1,3,1,1,3,70,60,0.583072347877533
2,4,2,2,2,52,66,0.783003125554387
1,3,1,2,1,54,74,1.03281018400594
1,3,1,2,1,42,78,0.691291244373133
2,2,4,1,2,76,50,0.766354130346372
2,2,4,1,2,70,62,0.574637088853706
1,1,3,1,1,62,54,0.716303083159801
2,2,4,1,2,66,40,0.982980374559702
1,3,1,2,1,84,60,1.44131882781767
1,1,3,1,1,68,48,0.783031350470992
2,2,4,1,2,80,54,0.707968464499572
2,4,2,2,2,26,72,0.949653874125943
1,3,1,2,1,48,66,0.982981514960557
1,3,1,2,1,52,74,1.00794602711539
2,2,4,1,2,68,32,0.816349582999464
1,3,1,2,1,56,56,0.732968614176571
2,2,4,1,2,52,32,0.716293959952964
1,1,3,1,1,58,68,2.16631404526015
2,4,2,2,2,32,88,2.00795942682271
2,4,2,2,2,50,78,0.824641151530159
1,3,1,2,1,60,78,0.749682327124901
1,3,1,2,1,40,72,1.22469087300306
2,2,4,1,2,80,28,0.799644993256152
2,2,4,1,2,74,20,0.991329818429222
1,1,3,1,1,50,62,1.39963347521007
1,1,3,1,1,68,48,0.733026204412454
2,2,4,1,2,62,38,0.724579256282595
1,1,3,1,1,52,60,3.09972063033274
2,4,2,2,2,34,88,0.582928657386219
2,2,4,1,2,72,42,0.741315492143258
1,3,1,2,1,58,66,0.774650830680912
1,3,1,2,1,42,66,1.04962482241899
2,2,4,1,2,48,42,0.832971778789215
2,4,2,2,2,44,56,0.982982370260288
1,3,1,2,1,82,74,0.666287958594694
1,3,1,2,1,62,70,1.93297408810031
2,4,2,2,2,52,48,0.924656290351777
1,3,1,2,1,30,54,2.3829491275792
2,2,4,1,2,82,38,0.674651372373773
2,4,2,2,2,34,56,0.608051685241662
1,1,3,1,1,66,76,0.707989276812441
1,3,1,2,1,48,58,0.616328713664188
2,4,2,2,2,44,78,0.616313033153347
2,2,4,1,2,62,38,0.957977373878748
1,1,3,1,1,82,50,0.799667801269607
1,1,3,1,1,60,58,0.557879185376805
2,4,2,2,2,26,74,0.591315734478485
1,3,1,2,1,56,60,1.00798251993729
2,4,2,2,2,42,44,1.33297961904464
1,1,3,1,1,78,46,1.26635256229565
2,2,4,1,2,76,46,1.29123468049875
1,3,1,2,1,50,44,0.882982911949512
2,4,2,2,2,38,46,2.15799539221007
2,2,4,1,2,76,38,1.39136214878818
1,3,1,2,1,52,80,3.51634351036409
1,1,3,1,1,58,64,0.891306981902744
2,4,2,2,2,38,86,2.02467399507077
2,2,4,1,2,64,40,1.49966144353675
1,1,3,1,1,54,26,1.06631886345349
2,2,4,2,4,64,30,2.93298606230746
1,1,3,1,1,74,70,1.05791296974894
2,2,4,1,2,68,74,0.649606747067082
1,3,1,2,1,60,42,1.47462765203818
1,3,1,2,1,78,82,0.441305998308962
2,2,4,1,2,62,30,0.716337865382229
1,1,3,1,1,48,44,0.649593632459073
2,2,4,1,2,78,48,0.716225250809657
2,2,4,1,2,62,54,0.791348292919793
1,3,1,2,1,66,64,0.707967894299145
2,2,4,1,2,64,54,1.11630063129815
1,3,1,2,1,52,72,1.09134011054448
1,1,3,1,1,74,66,1.50800490030088
2,2,4,1,2,54,38,0.657977288348775
1,3,1,2,1,70,42,0.724591800690177
2,2,4,1,2,74,42,0.699585949008906
1,1,3,1,1,66,34,0.833004565309238
2,4,2,2,2,26,96,1.73297317577817
1,3,1,2,1,62,58,1.09960858596423
2,2,4,1,2,84,38,0.766308229218339
1,3,1,2,1,82,74,2.74965011080531
2,4,2,2,2,42,60,0.807953097599238
2,2,4,1,2,62,42,0.674674465486532
1,3,1,2,1,46,48,0.724660794932788
2,4,2,2,2,38,80,0.849641016109672
1,3,1,2,1,46,72,0.874660552597561
1,1,3,1,1,56,52,1.4163454775553
2,4,2,2,2,36,58,0.641312042431309
2,2,4,1,2,82,32,0.857965086061085
1,3,1,2,1,62,68,1.00788359017497
1,1,3,1,1,58,50,0.883002013661098
2,4,2,2,2,40,54,0.649639248485983
2,4,2,2,2,34,56,0.566289640684772
1,1,3,1,1,70,66,0.649627844479255
1,1,3,1,1,78,68,0.749638136596332
2,2,4,1,2,44,40,0.841318371656598
1,3,1,2,1,78,74,1.33296564913508
2,2,4,2,4,56,44,2.56630646159647
1,3,1,2,1,52,58,3.34136612593466
2,2,4,1,2,76,34,0.674592356635912
1,1,3,1,1,66,76,2.02474584031734
2,4,2,2,2,34,58,0.649650082294102
1,1,3,1,1,34,50,0.782979177138259
2,2,4,1,2,80,50,0.749674629418223
1,1,3,1,1,48,38,0.80799814342754
2,2,4,1,2,56,50,0.641320595437719
2,2,4,1,2,68,44,0.532994501272697
1,3,1,2,1,42,62,2.94132125116812
1,3,1,2,1,34,62,0.516267388615233
2,4,2,2,2,40,90,0.683010224547616
1,1,3,1,1,58,42,1.43296168624147
2,2,4,1,2,84,40,0.724661080033911
2,4,2,2,2,52,68,0.682999390741315
1,1,3,1,1,38,48,0.691322605392998
1,3,1,2,1,54,62,0.882985762951648
2,2,4,1,2,52,40,0.757835051870643
1,3,1,2,1,34,70,0.574662747869297
2,2,4,1,2,70,60,0.591236191528878
2,4,2,2,2,50,60,0.882995741458217
1,1,3,1,1,64,48,0.899623069051813
2,2,4,1,2,72,42,2.19971809294293
1,1,3,1,1,72,74,1.3579897472282
2,2,4,1,2,56,28,0.624661051522708
1,1,3,1,1,70,34,0.682954630012318
2,2,4,1,2,76,48,0.599637523630008
1,1,3,1,1,64,48,0.757993852668733
2,4,2,2,2,30,74,0.732952363465301
1,1,3,1,1,50,56,0.649658350199388
2,4,2,2,2,66,40,0.791317502100355
1,3,1,2,1,44,82,0.916334216099131
1,1,3,1,1,72,50,0.649648656793943
2,4,2,2,2,16,52,1.00800817895288
1,3,1,2,1,64,76,0.957947438360861
2,2,4,1,2,74,42,0.807974765211839
2,2,4,1,2,70,54,1.0746725838253
1,1,3,1,1,56,66,0.824665099946287
1,3,1,1,3,56,62,0.82467080195056
2,4,2,2,2,48,74,1.08300606208468
1,1,3,1,1,80,56,0.624639954110535
2,4,2,2,2,36,56,1.80802123654212
1,1,3,1,1,82,50,0.707979583406996
2,4,2,2,2,36,66,0.674660495578792
2,4,2,2,2,24,38,1.57465704586684
1,1,3,1,1,74,82,0.657984130753903
2,4,2,2,2,20,58,0.624681293636968
1,3,1,2,1,68,32,0.999660445686459
1,3,1,2,1,46,56,0.682978293327324
2,4,2,2,2,56,56,0.682977723126896
2,4,2,2,2,68,68,0.882945848927193
1,3,1,2,1,50,50,2.24962801554102
1,1,3,1,1,74,46,1.20797687495542
2,2,4,1,2,76,44,1.07462212109385
1,1,3,1,1,60,62,0.707988706612014
2,4,2,2,2,20,70,0.607982405897928
2,4,2,2,2,52,54,0.882964095339048
1,1,3,1,1,84,46,2.10797998254566
2,4,2,2,2,70,54,0.566326418607787
1,1,3,1,1,68,44,0.783023652766133
1,1,3,1,1,74,38,0.641278115510431
2,4,2,2,2,30,52,0.641314038133714
1,1,3,1,1,54,36,1.54140609698152
2,4,2,2,2,18,48,1.44958388203304
2,2,4,1,2,60,58,1.04968697425829
1,1,3,1,1,64,76,1.48299334661715
2,2,4,2,4,66,50,1.27462645461674
1,3,1,1,3,38,68,1.87465941219671
1,1,3,2,3,50,54,1.07467343912685
2,4,2,2,2,42,62,0.816316796477622
1,1,3,2,3,44,54,1.39964830041936
2,4,2,2,2,22,66,1.09122521517202
1,1,3,1,1,64,74,0.682982854930742
2,4,2,2,2,40,42,0.724645399524888
1,1,3,2,3,68,88,0.96632396674795
2,2,4,1,2,36,78,1.35797406671736
2,2,4,1,2,62,56,1.39966369582908
1,3,1,1,3,58,70,1.32461592016625
1,1,3,2,3,76,66,0.741323189848117
2,2,4,1,2,66,40,1.28293512916025
1,3,1,1,3,30,78,1.54965547068787
2,2,4,2,4,52,20,0.666298507299871
2,4,2,2,2,48,74,0.641352811757315
1,1,3,2,3,80,46,1.05796172187911
2,2,4,2,4,58,22,0.749727372953203
1,3,1,1,3,44,52,1.35797948362051
1,3,1,1,3,60,54,0.999667858290195
2,2,4,1,2,66,20,1.05798452989438
1,1,3,1,1,74,64,1.50799406649458
2,4,2,2,2,6,40,0.983035683993876
2,2,4,1,2,94,40,0.874608949465255
1,1,3,2,3,54,46,1.14128367496414
1,3,1,1,3,42,64,1.1496681861554
2,2,4,1,2,80,26,1.13302660355293
1,3,1,2,1,46,70,0.749682327123082
