stimLeft,stimRight,action,chosen,conf,RT_choice,RT_conf
1,3,1,1,0.612,8.82594554265961,2.13179796235636
4,1,2,1,0.803,5.59642904810607,2.09836327424273
3,4,1,3,0.736,4.37962578726001,2.06482027820311
1,2,2,2,0.565,3.51397281442769,1.69874683744274
2,1,1,2,0.748,18.4142547794618,13.6455417620018
3,2,2,2,0.999,3.03108692262322,3.76368928095326
3,4,2,4,0.749,11.3072060863487,3.48215836868621
3,1,2,1,1,2.93061255593784,2.58150079008192
4,2,2,2,0.999,3.23157142731361,2.8479203786701
1,4,1,1,1,2.49796694749966,2.74795728363097
1,3,1,1,1,2.06490816432051,1.8653138265945
2,4,1,2,1,2.23097701044753,2.36474821856245
4,1,2,1,1,2.38129343697801,1.78273834474385
2,3,1,2,1,2.1316699620802,1.76511697634123
2,1,1,2,0.666,18.6379306698218,4.92898027924821
4,3,1,4,0.744,4.96225341735408,2.46452022506855
1,2,1,1,0.664,14.2999636784662,3.74695370346308
3,1,2,1,1,2.36489153513685,1.86506876652129
1,4,1,1,1,2.04848693474196,1.68198536802083
3,2,2,2,1,2.76457835384645,2.364737278549
3,4,2,4,0.749,3.99665303039365,2.64785780082457
2,4,1,2,0.996,2.78151778387837,1.96535824402235
1,3,1,1,1,4.11330283689313,2.14825201244093
1,2,1,1,0.665,1.76523658889346,3.94670010963455
4,2,2,2,1,3.09730171086267,1.94941364228725
2,3,1,2,1,2.18045009416528,1.98186918301508
4,3,1,4,1,2.4312828250695,2.86456004739739
4,1,2,1,1,2.89752284856513,1.71557139535435
3,2,2,2,0.832,12.0201281316113,7.1274182384368
4,1,1,4,0.501,7.59403788670897,2.43174340738915
2,1,1,2,0.996,2.58138373028487,2.56452234019525
1,3,1,1,0.499,4.8125365129672,2.29785659746267
4,2,2,2,0.995,2.13139281049371,1.99835313623771
4,3,1,4,0.498,11.8320859081578,2.23153678351082
4,2,2,2,0.995,2.41482768114656,1.89860264561139
3,1,2,1,0.497,3.41425769706257,1.7002332448028
1,2,2,2,0.998,2.46465770690702,2.43156252941117
2,3,1,2,0.996,2.62978970771655,1.78184890700504
4,3,1,4,0.502,3.98202781565487,1.9321277725976
4,1,1,4,0.499,2.69810209539719,1.83209575433284
1,4,2,4,0.494,2.36604718421586,3.16454232437536
3,4,2,4,0.498,4.34624397661537,2.09853248251602
1,2,2,2,0.998,1.78170157945715,1.81540320813656
2,3,1,2,1,1.49881371855736,2.29810421052389
3,1,2,1,0.495,4.4780437622685,1.61555177601986
2,4,1,2,0.993,2.01489142584614,1.79893639450893
2,1,1,2,0.996,2.43155487114564,1.78287874418311
1,3,1,1,0.493,2.88115048524924,1.89823250239715
3,2,2,2,0.994,1.74881645361893,2.3821318205446
2,4,1,2,0.996,1.73238902445883,1.69854954909533
3,4,2,4,0.498,2.63111675297841,1.61560100666247
1,4,2,4,0.5,2.59791180910543,1.86535430536605
1,2,1,1,0.833,3.67573705897667,13.3577891618479
3,2,2,2,0.342,31.3906655355822,4.29576009162702
3,4,1,3,0.67,15.2380359873641,2.14820278156549
2,4,1,2,0.996,10.1581186077092,2.28173549380153
3,1,2,1,1,2.39831309509464,2.04850334511138
1,4,1,1,0.998,2.89803375559859,1.88291842048056
1,3,1,1,1,3.19744458957575,2.03166274167597
4,1,2,1,1,1.83187622134574,1.49872145615518
2,1,2,1,0.996,2.8483831488993,1.81525259814225
4,2,2,2,1,1.53178818896413,3.73052481561899
4,3,2,3,0.679,6.42760801431723,1.78211110713892
2,3,1,2,0.346,3.88030407903716,1.66533949971199
4,1,2,1,1,1.69913339102641,1.74930547992699
2,1,2,1,0.834,1.88162237219512,3.16393514350057
2,3,1,2,0.681,3.79698940482922,1.36604317300953
3,1,2,1,0.975,3.23099852586165,2.11509046447463
3,4,1,3,0.334,5.94564802781679,2.21560202795081
4,2,2,2,0.999,3.54719234537333,1.64933399762958
4,3,2,3,0.342,3.98043310036883,2.03311450523324
1,3,1,1,1,1.93212923128158,2.71408608183265
2,4,1,2,1,2.03175463923253,2.08155840844847
3,2,2,2,0.673,2.59614387364127,1.46578126470558
1,4,1,1,0.98,1.58382849860936,1.41671705245972
1,2,1,1,0.837,1.59902880270965,2.2314514501486
4,3,2,3,0.318,6.96070136828348,9.55822261259891
3,2,2,2,0.992,3.6808122145012,2.74727935623378
4,2,2,2,0.662,5.17928569274954,3.89661918859929
4,1,2,1,0.495,3.56320258835331,2.06485492223874
1,3,1,1,0.5,2.48185787815601,3.46377155114897
2,1,1,2,0.656,3.91374022583477,6.86099135666154
2,4,1,2,0.918,4.07995968172327,4.16349206562154
3,1,2,1,0.602,2.69773012865335,5.62831132276915
1,4,1,1,0.549,6.99505612673238,3.94681315822527
2,1,1,2,0.554,2.79700654442422,2.64747452922165
3,4,1,3,0.245,6.01155211427249,1.58220278588124
2,3,1,2,0.993,2.16493143048137,2.79779679118656
4,1,2,1,0.563,3.21440553548746,2.51605837978423
4,2,2,2,0.741,3.1645642046351,5.49525888520293
3,1,2,1,0.528,2.54810658097267,1.96514491015114
2,3,1,2,0.899,3.34689017711207,5.22938120085746
1,2,2,2,0.416,2.53267033328302,2.29796928120777
3,4,1,3,0.374,3.66380495531484,1.79891743138433
1,2,2,2,0.557,3.16436728113331,1.78215778525919
1,3,1,1,0.409,2.83126685232855,2.96424562623724
1,4,1,1,0.775,3.23086067964323,2.73107401328161
2,4,1,2,0.715,2.5314282567706,1.53188592148945
3,2,2,2,0.921,3.94701117579825,2.03215468558483
4,3,2,3,0.353,7.51029034540989,2.13178848079406
4,3,2,3,1,6.19483316573314,11.7504531063605
4,1,2,1,0.836,4.04703152435832,2.58181367977522
3,1,1,3,0.998,3.86420923192054,2.21535696764477
1,2,2,2,1,1.84890390210785,2.29852249030955
2,4,1,2,0.986,2.49750490672886,1.94828643766232
3,2,2,2,0.84,3.51385174295865,1.78205677075312
2,3,1,2,0.832,3.71324915718287,1.96546399896033
1,4,1,1,0.67,3.71449633897282,2.53126889467239
2,1,1,2,0.831,2.19869177183136,1.98194357636385
4,2,2,2,1,1.96601319685578,3.54694473231211
3,4,1,3,0.663,4.62947025406174,1.69896855857223
1,3,2,3,0.664,2.18201271840371,1.7817650323268
4,1,2,1,0.666,2.56525241583586,1.73229967942461
3,1,1,3,0.667,3.13038667733781,2.13190517621115
3,2,2,2,0.831,2.19916548207402,2.23204185557552
1,2,2,2,0.835,1.68217171588913,1.81545572099276
2,4,1,2,0.831,1.63134977919981,1.68174541299231
4,3,2,3,0.83,2.33144663646817,1.79973831051029
1,4,1,1,0.668,2.01565395714715,2.51480536302552
2,3,1,2,0.831,1.74723632493988,1.73295718524605
3,4,1,3,0.668,2.0171903250739,1.71525340038352
4,2,2,2,0.833,1.39922113111243,1.63240878982469
2,1,1,2,0.836,2.24776145420037,1.96552453469485
1,3,2,3,0.66,2.44810154824518,1.81638235528953
2,1,1,2,0.165,34.678057838697,15.7160673507024
3,4,2,4,0.331,3.91339816246182,2.68125128070824
3,2,2,2,0.737,3.01382803916931,6.42784031108022
1,3,1,1,0.667,2.46438019070774,3.48065482173115
4,2,2,2,0.502,3.87967647681944,1.83150571328588
4,1,2,1,0.331,4.21328781242482,3.81351347221062
2,3,1,2,0.67,2.08197851199657,2.16476222220808
2,4,1,2,0.401,4.51306550763547,2.46457383222878
3,4,2,4,0.338,2.24807069706731,2.78096968051977
1,4,1,1,0.229,4.79590851371177,1.91527002956718
1,3,1,1,0.332,4.31315864506178,2.33168330905028
2,1,1,2,0.165,2.56442314921878,3.79663713043556
4,2,2,2,0.665,2.06524913362227,4.14643448172137
1,2,2,2,0.165,3.1965248840861,2.0320945144631
3,1,2,1,0.566,2.36480766045861,4.62923431047238
3,2,2,2,0.666,2.38297056872398,5.76176307792775
4,1,2,1,0.498,3.32950876350515,10.1910701040179
4,3,1,4,0.395,1.84900054032914,5.19547170819715
1,2,2,2,0.168,3.36400246224366,2.74811992794275
2,4,1,2,0.34,2.31536163529381,14.3500205308665
4,3,1,4,0.47,3.09780787723139,4.19655697559938
3,1,2,1,0.665,1.9483032124117,1.9321638753172
1,4,1,1,0.667,2.33175733778626,7.71007905364968
2,3,1,2,0.67,4.79609230882488,1.73199918889441
4,3,2,3,0.498,47.4857733731624,9.55856905179098
2,3,1,2,0.335,4.26273201406002,3.13122250838205
1,2,1,1,0.5,2.26493172207847,1.69888978917152
4,1,2,1,0.5,1.94918316882104,1.49883231683634
1,3,2,3,0.5,2.36490502813831,1.51551173464395
4,2,2,2,0.666,2.78117535612546,1.86529486370273
4,2,2,2,0.67,1.94820219813846,1.64882090245374
3,4,1,3,0.653,1.49992487742566,1.44910768140107
3,2,1,3,0.676,1.84906289959326,1.93174960673787
1,2,1,1,0.663,1.78185145999305,1.5823118230328
3,1,1,3,0.492,1.73208671039902,1.79857172141783
4,1,2,1,0.654,1.78192111244425,1.96534329233691
2,4,1,2,0.661,2.01493445737287,1.31725866463967
4,3,2,3,0.667,1.66550870798528,1.53223053761758
2,1,2,1,0.649,2.0315168723464,1.66536320350133
1,4,1,1,0.676,1.53196323220618,1.69863160070963
1,3,2,3,0.485,2.58115617418662,1.41584949498065
2,3,2,3,0.676,1.84864389011636,1.7488613082096
2,1,2,1,0.49,1.58182352595031,1.46560293948278
1,4,1,1,0.663,2.04851537919603,1.39903879445046
3,4,1,3,0.641,1.43220435408875,1.41566898184828
3,1,1,3,0.668,1.59827028261498,1.49856537603773
3,2,1,3,0.664,1.78190360823646,1.46556209609844
2,4,1,2,0.662,1.98131779721007,1.44890784053132
1,4,1,1,0.5,4.97907031700015,6.42797596962191
1,3,1,1,0.83,2.9142376400996,2.33146268175915
2,1,2,1,0.671,6.97743402887136,2.08173673367128
2,4,1,2,0.827,2.23160096583888,2.78003101167269
2,3,1,2,0.996,2.56497526424937,2.364844127791
3,4,1,3,0.843,6.66095649381168,1.98174410010688
4,1,2,1,0.962,2.46460847603157,2.14824727154337
3,1,2,1,0.95,2.34725266229361,1.89860446890816
4,3,1,4,0.499,7.26065884763375,3.2138154944405
3,2,2,2,0.936,3.01423902553506,1.79873181297444
2,1,2,1,0.519,3.96332628536038,2.04846468986943
2,4,1,2,0.907,2.11563054518774,1.94841990806162
3,1,2,1,0.784,2.14795480389148,1.64870967715979
4,2,2,2,0.868,1.94829044910148,2.09807554725558
1,2,1,1,0.915,1.70015447563492,1.74847767222673
3,2,2,2,0.902,2.5140059995465,1.74853419628926
4,1,2,1,0.993,2.14864658890292,1.93163072317839
3,4,1,3,0.55,4.49629346258007,2.5481029341463
1,3,1,1,0.992,1.61551640252583,1.7655972505454
4,3,2,3,0.498,3.97988718468696,1.732284727972
4,2,2,2,0.944,2.54821561812423,2.44808696140535
1,2,1,1,0.512,2.71437125629745,1.76544846408069
2,3,1,2,0.941,2.43156799930148,1.93344168993644
1,4,1,1,0.966,2.13152226968668,2.24801052594557
1,4,1,1,0.67,5.68956910958514,9.22615019720979
2,3,1,2,0.826,4.6452766447328,9.52471243706532
4,2,2,2,0.838,4.19284825003706,2.86441344884224
3,4,2,4,0.695,4.94636825704947,2.31479311012663
1,2,2,2,0.863,5.89544931752607,2.54787866026163
1,3,1,1,0.83,2.74810461141169,2.54868239955977
1,2,2,2,0.867,3.53070766269229,2.86421032599173
4,2,2,2,0.891,2.58111824817024,2.2313971137628
3,4,2,4,0.722,4.179548622109,2.89762896834873
2,3,1,2,0.909,3.29690261255018,2.99750745925121
3,1,2,1,0.839,3.28115529892966,2.84737555729225
4,1,2,1,0.853,3.89756806800142,3.69845983968116
2,1,1,2,0.853,3.06436407216825,2.66415795893408
1,3,1,1,0.835,4.36297153146006,2.63139973930083
2,4,1,2,0.834,4.49605715461075,2.46470949053764
4,3,1,4,0.856,2.89863109006546,2.26475886721164
3,2,2,2,0.848,2.31519133318216,3.06407561572269
1,4,1,1,0.761,4.49661437515169,2.99763035424985
3,2,2,2,0.848,3.16434102458879,1.84884044900537
2,1,1,2,0.839,1.9984450340271,2.36492253257893
2,4,1,2,0.851,2.61455512419343,2.53102201106958
4,3,1,4,0.802,2.56522871204652,1.79860417731106
3,1,2,1,0.841,2.54770507593639,2.09816270391457
4,1,2,1,0.816,4.21356131741777,3.03060883632861
2,3,1,2,0.665,2.46477695507929,4.47998528182507
1,3,1,1,0.498,2.4648998498451,1.58223050110973
3,4,2,4,0.009,4.19654384721071,1.9629962563049
2,4,1,2,0.989,1.76531973434612,2.24833508487791
1,2,2,2,1,1.78201556275599,1.69883399433456
1,4,2,4,0.163,3.66379182692617,2.38156840065494
3,2,2,2,0.992,1.51582462433726,1.78214575117454
1,4,1,1,0.832,3.33092187182046,2.04817331605591
4,3,2,3,0.507,2.16485594329424,3.11407448514365
4,2,2,2,1,1.78151669004001,2.29803091101348
1,3,1,1,0.998,2.26457798946649,2.01548183173873
2,1,1,2,1,1.74836681154557,2.39807788096368
2,3,1,2,1,1.69858054653741,1.73233250016347
3,1,2,1,0.835,2.298146877205,2.38120773877017
4,2,2,2,0.997,1.64797887229361,2.31474606716074
1,2,2,2,0.994,1.46584727056324,1.86511872662231
4,1,2,1,0.156,4.26325167319737,2.28151194914244
3,4,1,3,0.332,6.51079067680985,1.91535463370383
2,1,1,2,1,1.81516434717923,1.63242556457408
3,2,2,2,1,1.33225292852148,1.98214560514316
2,4,1,2,1,1.44846695079468,1.83181605022401
4,1,2,1,0.664,1.93219523713924,1.83224599971436
3,1,2,1,0.668,1.54945988254622,2.08160107536241
4,3,1,4,0.333,3.96345355641097,1.7654014211148
3,2,2,2,0.703,3.23054924886674,4.69661277043633
3,4,1,3,0.494,4.54650858324021,2.49829624732956
2,4,1,2,0.727,3.99539527273737,2.3483105788473
1,2,1,1,0.706,2.48115734104067,1.93181014247239
3,1,2,1,0.644,2.8965309378691,2.06564006325789
4,1,2,1,0.852,2.89718114980496,1.91494145896286
4,3,2,3,0.556,2.71419110777788,2.48115807026625
4,1,2,1,0.831,2.21599514549598,3.64656175253913
2,4,1,2,0.83,2.43131965701468,1.43217773293145
2,3,1,2,0.704,2.26482523768209,1.48392521007918
3,1,2,1,0.613,2.36336282570846,1.91489952150732
2,1,2,1,0.666,4.54691045312211,1.76548019051552
4,2,2,2,0.801,2.88161872536875,1.7819521096535
4,3,2,3,0.806,1.86536123417318,2.09818640770391
1,3,1,1,0.599,2.13178775156848,1.3657871724572
1,4,1,1,0.845,3.9299579677172,4.46269066003151
1,2,1,1,0.816,3.46392325521447,2.49786447430961
3,2,1,3,0.806,2.69811595301144,1.71555206761695
1,4,1,1,0.85,2.64651616849005,1.68244485603645
4,2,2,2,0.833,2.54833085485734,2.38185321027413
2,3,2,3,0.75,3.43059140513651,1.69861263781786
3,4,1,3,0.752,2.21661326638423,3.83028114098124
1,3,1,1,0.554,3.49711871775798,2.56482866569422
2,1,1,2,0.077,3.18034579767846,6.94481511437334
4,1,2,1,0.67,5.76216713548638,5.84512406541035
3,4,1,3,0.676,4.34634936694056,1.89845859981142
2,4,1,2,0.961,1.71667781355791,1.8153543418739
1,2,2,2,0.977,2.84764833259396,2.34853558242321
1,3,1,1,0.673,2.63254298944958,3.09730462823063
2,3,1,2,0.983,1.93177622789517,2.76456012041308
1,4,1,1,0.669,2.79785513877869,2.43126240349375
2,1,1,2,0.994,1.81566431419924,3.23134934157133
3,1,2,1,0.612,2.81455680192448,3.26398539566435
2,4,1,2,0.992,1.71544266561978,2.36474201921374
3,2,2,2,0.982,1.74881280679256,2.74786939751357
3,4,1,3,0.716,3.39699006103911,4.74614668171853
1,4,1,1,0.692,1.86526860715821,2.19805505266413
4,2,2,2,0.981,1.3819713643752,1.81521357805468
2,1,1,2,0.989,1.63202442438342,1.54916887357831
3,1,2,1,0.614,2.84686829685234,2.11505873780698
3,2,2,2,0.985,1.54989894898608,1.78204510128126
4,3,2,3,0.62,1.99742504325695,2.91445790254511
4,2,2,2,0.989,1.3151213156525,1.99850739305839
4,1,2,1,0.599,1.98190893256105,1.73209655680694
4,3,2,3,0.644,1.56573196104728,1.78315151948482
1,2,2,2,0.99,1.34901439794339,2.04847964132205
1,3,1,1,0.56,1.81567671289667,4.29765785066411
2,3,1,2,0.99,1.39907635608688,1.78212350606918
4,1,2,1,0.969,4.84062877093675,5.36394996178569
1,3,1,1,0.683,3.89441547292517,1.740006530541
2,4,1,2,1,2.60422164056217,2.02034548152005
1,2,1,1,0.471,5.28403510642238,1.91790841752663
3,2,1,3,0.386,3.7341205587727,1.71555629296927
3,4,1,3,0.577,2.98071864893427,1.95081863400992
1,4,1,1,0.806,2.74927274388028,1.46731389476918
3,1,2,1,0.794,3.62925594707485,2.96566940989578
2,1,2,1,0.712,4.38484696578234,1.53250886802562
3,2,1,3,0.665,2.94943151448388,2.21403138124151
4,3,2,3,1,2.10461662115995,1.552002832992
2,4,1,2,0.99,1.87793949240586,2.41270786896348
3,1,2,1,0.442,3.35966478474438,1.57505356910406
4,3,2,3,1,2.02894519834081,2.19118972122669
4,1,2,1,0.9,2.20119813736528,1.58404915092979
1,2,1,1,0.534,2.69712751981569,2.0518112682621
4,2,2,2,1,3.3510268611717,1.61131254193606
2,3,1,2,0.646,3.33902213902911,1.43683122599032
2,3,1,2,0.624,3.93889492453309,1.30959829431958
1,4,1,1,1,2.01602988055674,1.61774755985243
3,4,1,3,0.83,1.73465510038659,2.12638176884502
2,1,2,1,0.597,3.44249043322634,1.31817006343044
1,3,1,1,0.829,3.46670329332119,1.65425912209321
4,2,2,2,0.997,4.22017595649231,1.7098249172559
3,4,1,3,0.996,4.20966927321933,4.23669234733461
4,2,2,2,1,2.86226567194171,2.00792102072592
3,1,2,1,0.948,3.28855916709654,2.26491926948074
3,2,2,2,0.971,3.43181237932367,1.78565004586562
2,1,1,2,0.965,3.86139924348026,1.91309970555812
4,1,2,1,0.99,3.0430656856297,2.34619205545823
3,4,1,3,0.894,2.82629691639522,2.09046607949858
4,1,2,1,0.79,1.89071754047472,2.24127851655066
2,4,1,2,0.994,3.26252226477663,1.60874040716953
2,3,1,2,0.895,2.62552029542348,1.82719926785649
1,2,2,2,0.906,3.28486038142364,2.04066269375471
1,3,1,1,0.886,1.86965383488496,1.79248567891409
1,4,1,1,0.925,2.05712269627838,1.54322883590066
3,2,2,2,0.903,2.65315192220078,1.81304603489116
1,3,1,1,0.896,2.11071253691262,1.79242024774067
2,4,1,2,0.896,1.73954459048764,1.90628887648563
4,3,2,3,0.875,2.36831634474947,1.88219352659144
2,1,2,1,0.822,3.84256233602355,1.69754547573393
1,4,1,1,0.98,1.82727068619351,1.86616673829849
1,2,2,2,0.831,2.72571466449153,1.5928611597592
3,1,2,1,0.873,2.73867003658597,1.72747831256129
4,2,2,2,0.914,1.74377238505258,1.72111652094463
2,3,1,2,0.865,2.51260833028937,1.76909766992321
4,3,2,3,0.822,2.07579324605103,1.71880633014734
1,2,1,1,0.784,2.28152398345992,4.49641781602986
4,3,2,3,0.813,2.83071911334991,2.06493551493622
2,3,2,3,0.577,7.74265493662097,2.39799874695018
4,2,2,2,0.971,3.13089503184892,2.44851909903809
4,1,2,1,1,1.74706821050495,1.94837724114768
3,1,2,1,0.687,3.76383405621164,1.6489040479064
1,4,1,1,0.832,1.68194707715884,1.5322290789336
3,2,1,3,0.752,6.24478353373706,2.51465803501196
2,1,2,1,1,1.8643011294771,2.11540007195435
2,4,1,2,0.993,2.49837574595585,1.66534460522234
4,3,2,3,0.976,3.92985877674073,2.46433314797468
1,3,1,1,0.766,4.14626308553852,2.74773446819745
1,2,1,1,1,2.78101818193682,2.54789798776619
3,4,1,3,0.987,1.86537727992982,1.99944460298866
3,1,2,1,0.772,2.54747022641823,1.86548412893899
2,4,1,2,0.995,3.33017429197207,1.69911333383061
2,3,1,2,0.671,1.74887553043664,3.08066751225851
1,4,1,1,0.983,1.56582823442295,1.6153063508682
1,3,1,1,0.753,1.94885386899114,1.69848500215448
4,2,2,2,1,1.66497993213125,1.89836378465407
4,1,2,1,1,1.48231627233326,1.88178647519089
2,1,2,1,1,2.18131400458515,1.91600119904615
3,2,2,2,0.657,1.81411372404546,3.34699483844452
3,4,1,3,1,3.31329503306188,1.89860009308904
1,3,1,1,0.999,3.81494140061113,4.31062999955248
3,4,1,3,0.999,3.17791334432331,3.15009440477661
2,1,2,1,0.998,2.56428099480763,2.18644334537385
2,3,1,2,0.999,1.87968704227751,2.17685703716415
4,2,2,2,1,2.45011985023666,2.28184584330302
1,4,1,1,0.997,2.02830518296105,4.54086561591976
1,2,1,1,0.997,1.82240782436929,2.08174021258674
3,2,1,3,0.5,7.95021500341318,2.00792486962018
3,4,1,3,0.996,2.7543431544218,2.04531172821589
4,1,2,1,0.999,1.81543790774231,2.21797561085259
4,2,2,2,0.999,1.50605366639138,2.11249200820021
3,1,2,1,0.998,2.00998659302422,4.54593589028082
2,1,2,1,1,3.07714121372555,3.07272097453824
2,4,1,2,1,2.37538504961776,2.06518484306071
2,3,1,2,0.501,1.57459773727896,4.63549576942387
1,4,1,1,0.999,3.010270128103,1.83381979057958
1,3,1,1,1,3.60613641758027,2.28770428531061
4,3,2,3,0.999,2.98808211825963,2.43290632009666
2,4,1,2,0.999,1.95169468874155,2.20012059863075
1,2,1,1,0.992,2.7967895960137,2.07549602602012
4,1,2,1,0.997,2.34226148092421,1.84941507525582
3,2,1,3,1,3.52492478622662,2.36198235068878
3,1,2,1,0.998,2.2105951456906,2.08853906732838
4,3,2,3,1,1.82882136220724,2.45710730070641
4,3,2,3,0,11.3869320672238,23.937778790365
3,2,2,2,0.998,9.52169563248754,6.86208649526816
2,4,1,2,1,5.08646060223691,2.38244524307083
3,1,2,1,0.998,2.39212182594929,2.2378455461585
1,2,2,2,0.499,4.01336566288956,1.86464988940861
1,4,1,1,0.97,2.49124444898916,4.52563659450971
4,2,2,2,0.834,2.57479319680715,7.51726930250879
3,2,2,2,0.996,2.21586495445808,5.81257754127728
4,1,2,1,0.997,1.87810505530797,3.07830769289285
3,1,2,1,0.987,1.93758952512871,1.86300416628364
3,4,1,3,0.007,3.82119600765873,2.11005932319677
2,1,1,2,0.498,3.69080464605941,5.42150781769305
2,3,1,2,0.995,4.0233100472251,3.90062018856406
1,4,1,1,0.999,1.51790431386326,5.01348558987956
1,3,1,1,0.991,3.73905702051707,2.38154773676069
4,3,1,4,0,4.19768452568678,2.31294351298129
1,2,2,2,0,2.75434151443187,2.3821823943872
2,4,1,2,1,2.13677579077194,1.63579603366088
4,2,2,2,0.997,1.76841046568006,1.91665643692249
2,3,1,2,0.997,2.26088496175362,3.4475871513132
3,4,1,3,0.003,3.35139937757049,1.77400210348424
1,3,1,1,1,1.92516169795999,1.69445304293185
2,1,1,2,0,1.66832771961344,2.35017074551433
4,1,2,1,0.013,2.4954326939187,1.56525882816641
1,4,1,1,0.165,4.82490804768167,31.6069896162953
1,2,2,2,0.664,4.61328970873728,3.28020094940439
3,1,2,1,0.333,6.42488791770302,3.91339159826748
3,2,2,2,0.669,6.91087936540134,3.11368756718002
2,4,1,2,0.999,4.26364661427215,8.92750736442395
3,4,2,4,0.165,7.5439059115015,1.91536849131808
2,1,1,2,0.501,11.9598119307775,2.61479836143553
4,1,2,1,0.331,6.87786879204214,7.21190351317637
4,2,2,2,0.832,2.2979415662121,2.69768892065622
1,3,1,1,0.502,4.31265065539628,2.96449725073762
3,2,2,2,0.667,2.54812736716121,2.43194871814921
4,3,2,3,0.498,6.87766858655959,3.23128515901044
3,4,1,3,0.501,6.74469382409006,2.04833924234845
4,2,2,2,0.833,12.5196930766106,2.4315063697286
1,4,2,4,0.498,4.34685079241171,3.9633514478337
1,3,1,1,0.497,2.53257077769376,1.8990460881032
2,3,1,2,0.664,6.71133790537715,2.33158192993142
2,1,1,2,0.163,8.40936670149677,2.99832177441567
2,3,2,3,0.501,4.09568547969684,7.27718583215028
4,3,2,3,0.505,5.595386083005,5.72838454926386
4,1,2,1,0.661,10.2085404980462,4.37950799777173
1,2,2,2,0.671,3.41429452900775,1.96525868820027
2,4,1,2,0.828,2.84768516477197,1.8985756598413
3,1,2,1,0.51,3.34629977145232,2.18193723098375
2,1,2,1,0.83,8.62590375100262,8.42765141045675
3,4,1,3,0.987,5.1964457500726,5.21301795425825
1,3,1,1,0.984,4.56276352191344,4.34663600008935
4,2,2,2,0.998,2.23229712690227,2.04849240509793
4,1,2,1,0.988,4.92933255340904,3.51410446129739
2,3,2,3,0.501,4.34675998915918,4.49353106389754
4,1,2,1,1,3.92982559162192,1.93197935074568
1,2,1,1,0.995,2.76462539681233,2.99863794608973
3,2,1,3,0.675,3.79905491322279,4.56306364783086
3,4,1,3,0.832,3.73076294711791,2.24854841874912
3,1,2,1,0.99,2.31510490551591,1.89910808252171
2,4,1,2,1,2.79776871111244,1.98250663164072
1,4,1,1,1,3.59675944200717,1.83220807369798
4,3,2,3,0.998,2.9643488288857,2.73111084522679
1,2,1,1,1,3.97897769021802,3.98026644461788
1,3,1,1,0.849,2.91427738941275,1.53377565764822
2,3,2,3,0.382,5.0957525796257,2.18221584125422
4,2,2,2,0.883,4.64651543926448,1.63252986129373
3,2,1,3,0.57,2.77993145608343,1.89879774581641
4,3,2,3,0.955,3.68035491439514,1.68200980103575
3,1,2,1,0.965,2.39826422906481,2.21479500620626
2,4,1,2,0.932,3.49712819932029,1.64886028715409
