condition,stimLeft,stimRight,action,chosen,rewLeft,rewRight,RT
1,1,3,1,1,52,66,0.766118368599564
2,4,2,2,2,38,80,1.09867871622555
1,1,3,1,1,74,50,0.666377359302714
1,3,1,2,1,80,50,0.666048059472814
2,2,4,1,2,52,64,0.515566071029752
1,3,1,2,1,58,56,0.565905909985304
2,4,2,2,2,58,84,0.98198186699301
1,1,3,1,1,56,50,0.71556847798638
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,4,2,1,4,10,70,1.08178559993394
1,3,1,1,3,46,60,1.66484755580314
1,1,3,2,3,64,36,1.3813339159824
2,2,4,2,4,66,52,1.19845108757727
2,4,2,1,4,48,54,1.03218787070364
1,3,1,1,3,72,72,0.981945764506236
1,1,3,2,3,52,62,1.43173100822605
2,4,2,2,2,62,58,1.28138577216305
2,4,2,1,4,8,56,2.03122878074646
1,3,1,1,3,60,56,1.03201136901043
1,1,3,2,3,64,42,0.948431212687865
2,4,2,2,2,32,50,0.516013160115108
1,1,3,2,3,80,56,0.915305767441168
2,4,2,2,2,56,40,1.04892381327227
1,1,3,1,1,76,60,0.765641740756109
2,2,4,1,2,62,46,0.899249575799331
2,2,4,2,4,56,32,1.46568608493544
1,1,3,1,1,80,40,1.51516493083909
2,2,4,1,2,58,32,1.24864396289922
1,1,3,1,1,62,40,1.56513134436682
1,3,1,2,1,30,60,1.21522094449028
2,2,4,1,2,64,44,0.898871774319559
1,1,3,2,3,70,40,1.115339535987
2,2,4,1,2,62,54,0.999013194581494
2,2,4,1,2,86,50,0.666087079560384
1,1,3,1,1,68,50,1.39961534296162
2,2,4,1,2,56,14,0.915537699591368
1,3,1,2,1,34,80,0.998652532929555
1,3,1,2,1,86,60,1.53158579557203
2,2,4,1,2,68,8,1.14893869194202
2,2,4,1,2,74,40,0.882410430815071
1,3,1,2,1,58,36,0.882475342601538
2,2,4,1,2,86,54,0.915863717207685
1,3,1,1,3,70,66,1.11546243098564
2,4,2,2,2,62,64,0.865796654019505
1,3,1,1,3,60,56,1.39837764250115
1,1,3,1,1,52,58,1.0318290325813
2,4,2,2,2,44,44,1.03206023527309
2,2,4,1,2,62,62,0.74893314903602
1,1,3,1,1,82,76,1.19869140698574
1,3,1,1,3,40,62,1.21518994728103
2,2,4,1,2,50,58,0.798673829762265
2,4,2,2,2,32,92,0.816070195054635
1,3,1,2,1,76,74,1.09872831194662
1,1,3,1,1,60,60,0.632660049479455
2,2,4,1,2,78,42,0.932349858572707
1,3,1,1,3,42,60,0.798547652782872
2,2,4,1,2,46,58,0.74904218618758
2,4,2,2,2,40,64,0.982071576407179
1,1,3,1,1,74,44,1.26521106180735
1,1,3,1,1,78,40,0.648636013036594
2,4,2,2,2,54,68,0.682715078815818
2,2,4,1,2,66,46,0.715927316108719
1,3,1,2,1,48,50,0.99865143885836
1,1,3,1,1,60,40,1.26519465143792
2,2,4,1,2,48,40,0.54916705028154
2,4,2,2,2,64,76,0.782431290019304
1,1,3,1,1,90,62,0.88199944421649
1,1,3,1,1,44,76,0.599184882827103
2,2,4,1,2,50,48,0.665770543273538
2,4,2,2,2,60,58,0.648894566344097
1,3,1,2,1,70,56,0.915608446113765
2,2,4,1,2,80,56,0.699386838590726
1,3,1,2,1,32,100,0.649351501837373
2,2,4,1,2,72,52,0.731704897712916
1,3,1,2,1,68,50,1.0655335788615
2,4,2,2,2,32,64,0.631858862703666
1,3,1,1,3,28,82,1.23261220450513
1,3,1,2,1,38,54,0.815659937914461
2,4,2,2,2,60,70,0.782245671609417
2,4,2,2,2,30,96,0.599398945691064
1,3,1,2,1,48,36,1.18219979573041
2,2,4,1,2,80,32,0.698859521187842
1,1,3,1,1,66,38,1.24824318732135
2,2,4,1,2,72,20,0.782212121644989
1,3,1,2,1,26,80,1.31514210207388
1,1,3,1,1,72,28,1.04865869577043
2,2,4,1,2,34,52,0.698906564153731
2,4,2,2,2,64,64,0.682609688257799
1,3,1,2,1,82,88,0.998713068664074
2,4,2,2,2,38,62,0.698908387683332
1,3,1,2,1,20,80,1.23157726228237
1,1,3,1,1,54,58,0.782623837469146
2,2,4,1,2,62,52,0.599398216465488
2,2,4,1,2,44,26,0.666137404507026
1,3,1,2,1,62,76,1.04879654222168
2,4,2,2,2,62,74,0.666010862914845
1,1,3,1,1,74,70,0.698980592889711
2,4,2,2,2,48,62,0.748635575640947
1,3,1,2,1,72,60,1.28267088043503
1,1,3,1,1,58,52,0.998839245410636
2,4,2,2,2,28,84,0.615691810613498
1,3,1,2,1,48,52,0.765131927793846
2,4,2,2,2,42,48,1.01545119914226
1,3,1,2,1,16,72,0.61562908673659
2,4,2,2,2,30,34,1.03172400663607
1,3,1,2,1,40,74,1.44808623194695
2,2,4,1,2,66,34,0.615424869582057
2,4,2,2,2,82,66,0.565492735477164
1,1,3,1,1,48,46,0.732133753364906
1,1,3,1,1,70,50,0.632641086587682
2,2,4,1,2,100,30,0.71596998302266
2,4,2,2,2,48,40,1.24871069821529
1,3,1,2,1,54,58,0.665665152715519
2,2,4,1,2,70,70,0.632150236517191
1,1,3,1,1,84,58,0.699199761496857
2,4,2,2,2,42,70,0.583356247050688
1,1,3,1,1,58,56,0.865822181105614
1,1,3,1,1,76,56,0.533041935181245
2,2,4,1,2,60,58,0.715521070407704
2,4,2,2,2,46,56,0.632552106166258
1,1,3,1,1,90,48,1.08178414124995
1,1,3,1,1,70,58,1.23221325222403
2,4,2,2,2,72,60,0.799098673975095
2,4,2,2,2,64,60,0.799317113123834
1,1,3,1,1,72,50,0.832966958638281
1,1,3,1,1,68,38,0.81571463891305
2,2,4,1,2,68,36,0.782151221297681
2,2,4,1,2,80,62,0.582611584337428
1,3,1,2,1,40,44,0.549291768344119
1,1,3,1,1,60,74,0.882142031332478
2,4,2,2,2,16,92,0.548868383048102
1,3,1,2,1,70,82,0.665785494958982
2,4,2,2,2,42,80,0.63306447211653
1,3,1,2,1,90,40,0.849051594734192
2,2,4,1,2,50,40,0.648908059345558
1,3,1,2,1,66,78,0.599006192758679
2,2,4,1,2,38,38,0.682268718956038
1,3,1,2,1,58,80,0.599316164851189
2,4,2,2,2,40,98,0.53264152398333
1,3,1,2,1,50,64,1.01522874855436
2,4,2,2,2,54,44,0.649038976989686
1,3,1,2,1,74,74,0.648517494555563
2,4,2,2,2,46,62,0.832280278904364
1,1,3,1,1,96,36,0.732230026973411
2,2,4,1,2,64,40,0.732024715980515
2,4,2,1,4,54,76,0.94878895720467
1,3,1,2,1,66,56,0.848922864999622
1,1,3,1,1,40,46,1.26467645121738
2,4,2,2,2,62,50,0.566016770433635
2,2,4,1,2,86,36,0.698448534589261
1,3,1,2,1,60,70,0.948913310421631
2,4,2,2,2,50,76,0.965204351814464
1,1,3,1,1,58,50,0.56533373799175
2,2,4,1,2,76,38,0.882396208355203
1,3,1,2,1,36,88,1.01537206489593
2,2,4,1,2,68,36,0.632168470416218
1,1,3,1,1,76,58,0.799207346513867
1,3,1,2,1,72,50,0.682282576570287
2,4,2,2,2,26,58,0.649183387635276
2,2,4,1,2,82,54,0.66563196759671
1,1,3,1,1,74,40,1.24843719345517
2,2,4,1,2,88,30,0.615613770438358
1,1,3,1,1,62,38,1.4482164203655
1,3,1,2,1,68,50,0.965534016257152
2,4,2,2,2,56,58,0.665646919049323
2,2,4,1,2,80,56,0.932100786827505
1,3,1,2,1,48,70,0.732480192789808
1,3,1,2,1,58,42,1.53179220063612
2,2,4,1,2,82,44,0.649065962759778
2,2,4,1,2,44,38,0.682246473850682
1,3,1,2,1,60,52,0.633251184597611
2,4,2,2,2,48,62,0.832529350882396
1,1,3,1,1,76,38,0.832403173670173
2,2,4,1,2,54,48,0.699333231663331
1,1,3,1,1,24,50,0.681814700830728
2,2,4,1,2,40,52,0.815592108760029
1,3,1,2,1,64,82,0.748836145736277
1,1,3,1,1,56,58,1.03217838937417
2,4,2,2,2,36,66,0.665693597402424
1,3,1,2,1,68,56,0.898965860018507
2,4,2,2,2,38,24,0.765774846542627
2,2,4,1,2,58,54,0.715263611171395
1,3,1,2,1,70,60,0.5820033098571
1,3,1,1,3,46,40,0.798620952060446
2,4,2,2,2,36,88,0.615429245634004
1,1,3,2,3,44,54,0.516089376993477
2,2,4,1,2,64,60,0.682420058175921
1,3,1,1,3,40,64,0.532388441031799
2,2,4,1,2,84,42,1.06533665512688
2,4,2,2,2,24,58,0.765387563500553
1,1,3,2,3,46,54,0.482221822021529
2,4,2,2,2,66,56,0.798641009256244
1,3,1,1,3,78,78,0.549087551422417
1,1,3,1,1,78,76,0.732172043994069
2,2,4,1,2,92,22,0.731936829863116
1,1,3,1,1,40,62,1.2982814416755
2,2,4,1,2,92,40,1.63132024067454
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,3,99,99,42,60,4.00042083277367
2,2,4,1,2,32,34,1.76500137476251
1,3,1,2,1,62,84,0.931890735169873
2,4,2,2,2,44,58,1.74816806474701
1,3,1,2,1,40,90,2.03100742422976
2,2,4,1,2,50,32,1.48232940025628
1,1,3,1,1,70,42,1.28208083915524
2,4,2,1,4,52,54,1.41464753239416
1,1,3,1,1,62,34,1.79754589591175
2,4,2,2,2,42,74,1.83163808961399
1,3,1,2,1,60,76,1.14887232123874
2,4,2,1,4,46,86,1.34848744538613
1,1,3,1,1,50,68,1.29868878121488
2,4,2,2,2,58,64,1.54723501205444
2,2,4,1,2,68,14,1.0654526213184
1,3,1,2,1,66,68,1.08235266664997
2,2,4,1,2,66,48,1.0153939453885
1,1,3,1,1,74,64,1.14896859508008
2,2,4,1,2,92,62,1.09871627786197
1,1,3,1,1,48,48,0.765339426696301
1,3,1,2,1,80,34,0.748843074543402
2,2,4,1,2,62,42,1.36501187738031
1,1,3,1,1,58,56,0.815382057102397
2,4,2,2,2,50,76,1.29866617172956
1,3,1,2,1,54,70,0.848743081325665
2,2,4,1,2,70,54,0.99820909043774
2,4,2,2,2,46,42,0.832465897547081
1,3,1,2,1,64,72,0.698860615491867
1,1,3,1,1,56,54,1.86461657169275
2,4,2,2,2,58,72,0.981775097316131
1,1,3,1,1,84,66,0.866229885490611
2,2,4,1,2,76,38,0.765641740756109
1,3,1,2,1,16,60,1.01539868605323
2,4,2,2,2,32,48,0.798344165552408
1,1,3,1,1,64,66,0.748939348384738
2,4,2,1,4,62,54,1.54828672925942
2,4,2,2,2,46,52,0.782958972034976
1,1,3,1,1,58,52,0.948643087875098
2,4,2,2,2,30,68,0.698809561086819
1,3,1,2,1,56,54,0.715780717786402
1,3,1,2,1,52,52,0.582265509525314
2,4,2,2,2,40,44,0.781959038460627
1,3,1,2,1,58,66,0.615641120821238
2,4,2,2,2,64,64,0.61554120038636
1,3,1,2,1,38,90,1.29848784650676
2,2,4,1,2,56,54,1.3817146345973
1,1,3,1,1,58,52,1.31480769696645
2,2,4,1,2,84,20,0.965525993611664
2,2,4,1,2,54,46,1.13191465777345
1,1,3,1,1,60,58,1.04873783001676
2,2,4,1,2,86,76,0.682243921095505
1,3,1,2,1,46,66,0.748785091564059
2,2,4,1,2,70,66,0.765799644170329
1,3,1,2,1,44,48,1.13216445897706
1,3,1,2,1,66,84,1.08226368622854
2,4,2,2,2,16,64,0.832461156882346
2,2,4,1,2,56,50,0.632689952850342
1,1,3,1,1,60,40,0.848727765027434
1,1,3,1,1,56,64,0.582609761040658
2,4,2,2,2,80,68,0.699090359499678
2,4,2,2,2,40,50,0.849019503453746
1,3,1,2,1,34,64,0.932228787336498
2,4,2,2,2,32,40,0.932238268665969
1,1,3,1,1,52,14,1.24814472557046
1,1,3,1,1,62,32,0.615937235532328
2,4,2,2,2,70,54,0.515942049212754
2,2,4,1,2,56,54,0.94878494576551
1,3,1,2,1,52,64,0.582261133706197
1,1,3,1,1,72,46,0.532525558024645
2,2,4,1,2,22,66,0.66586389974691
2,2,4,1,2,78,48,1.04872907768004
1,1,3,1,1,82,66,0.898929757298902
1,3,1,2,1,74,96,0.898941062390804
2,4,2,2,2,22,44,0.816188349155709
2,4,2,2,2,60,54,0.599119970807806
1,1,3,1,1,88,88,1.21500432863832
2,2,4,1,2,58,52,1.28186276485212
1,3,1,2,1,80,62,0.848495103418827
2,2,4,1,2,42,40,1.14893139852211
1,3,1,2,1,56,38,1.73213703557849
1,1,3,1,1,66,64,1.16506745363586
2,2,4,1,2,74,60,1.21510351984762
2,4,2,2,2,56,36,0.965299531351775
1,1,3,2,3,66,54,1.11522685200907
2,2,4,1,2,76,52,1.03194609261118
1,3,1,1,3,52,54,1.26513484516181
2,4,2,2,2,28,74,1.29841782944277
1,1,3,2,3,70,72,1.49849718227051
2,2,4,1,2,66,60,1.13170570018701
1,3,1,1,3,70,82,0.765501706395298
2,4,2,2,2,44,90,1.58158940589055
1,3,1,1,3,32,60,0.848777725128457
2,4,2,2,2,40,52,1.56529252999462
1,3,1,2,1,34,76,1.21552581107244
1,1,3,1,1,54,46,0.965830860193819
2,2,4,1,2,90,36,0.915511078434065
1,1,3,1,1,66,74,0.832816348411143
2,2,4,1,2,56,38,0.749376226449385
2,2,4,1,2,98,48,0.816002730512992
1,3,1,2,1,56,50,0.982376078609377
2,4,2,2,2,46,68,0.949200673028827
1,1,3,1,1,66,46,1.04900586465374
2,2,4,1,2,62,40,1.49867623671889
1,1,3,1,1,58,66,0.799329876666889
1,1,3,2,3,54,62,1.31542909983546
2,2,4,1,2,54,22,0.84920001658611
2,2,4,1,2,74,54,1.3322325067129
1,3,1,1,3,64,82,1.1156527902931
1,1,3,2,3,56,52,2.28125667804852
2,4,2,2,2,54,58,0.94922729418613
1,1,3,1,1,60,54,0.749340123962611
2,2,4,1,2,48,46,0.865797747857869
1,1,3,1,1,32,76,0.982516842428595
2,2,4,1,2,48,50,0.949193379608914
2,4,2,2,2,36,60,0.832605202682316
1,3,1,2,1,82,76,0.982398323714733
2,2,4,1,2,70,32,0.699356206227094
1,1,3,1,1,62,38,0.649521074956283
1,1,3,1,1,56,70,0.766432716744021
2,2,4,1,2,70,64,0.715611509280279
2,2,4,1,2,52,52,0.749227804597467
1,1,3,1,1,90,48,0.798756245756522
1,1,3,1,1,42,38,0.732550939312205
2,2,4,1,2,88,28,0.849271127954125
1,1,3,1,1,50,56,0.598792494507506
2,2,4,1,2,48,50,0.649226054316387
1,1,3,1,1,96,58,0.582581681199372
2,4,2,2,2,60,54,0.748785456176847
2,4,2,2,2,64,50,0.798921078210697
1,3,1,2,1,52,58,1.09839609474875
2,2,4,1,2,88,30,1.03219698765315
1,3,1,2,1,68,62,1.59823381528258
1,1,3,1,1,56,70,1.68143325299025
2,2,4,1,2,54,48,0.882140572648495
1,3,1,2,1,52,68,0.865677041234449
2,4,2,2,2,20,78,1.18164731585421
1,1,3,1,1,66,24,0.615569280227646
2,4,2,2,2,40,90,0.849020962137729
2,4,2,2,2,8,50,0.582305623916909
1,1,3,1,1,44,18,0.798854707740247
2,4,2,2,2,42,68,0.54912985349074
1,1,3,1,1,88,68,0.599106478039175
1,3,1,2,1,20,50,0.665982418460771
2,2,4,1,2,62,60,0.665389824425802
1,3,1,2,1,38,56,0.598931070417166
2,2,4,1,2,56,38,0.615943799493834
2,4,2,2,2,42,98,0.582392415963113
1,3,1,2,1,48,60,0.782544703455642
1,3,1,2,1,64,70,0.848596482537687
2,2,4,1,2,48,46,0.69878002256155
1,3,1,2,1,62,48,0.648916811449453
2,2,4,1,2,36,40,0.599297566572204
2,4,2,2,2,42,64,0.715692831436172
1,3,1,2,1,38,60,0.782112565822899
1,3,1,2,1,38,76,0.599208950996399
2,2,4,1,2,64,28,0.732401423389092
2,4,2,2,2,32,82,0.53208029223606
1,1,3,1,1,70,48,0.815644986461848
1,1,3,1,1,66,76,0.63231980940327
2,4,2,2,2,28,62,0.665621391963214
1,3,1,2,1,60,56,1.18182017095387
2,4,2,2,2,46,84,1.61448474251665
1,1,3,1,1,66,70,0.682542588328943
2,4,2,2,2,36,52,0.948657310102135
2,2,4,1,2,68,46,0.765440076589584
1,3,1,2,1,68,54,0.948530039284378
2,4,2,2,2,36,70,0.798451014561579
1,3,1,1,3,76,36,0.582450763555244
2,2,4,1,2,66,46,0.965496455086395
1,3,1,1,3,52,92,0.515958459349349
1,1,3,1,1,60,30,0.765670549822971
2,2,4,1,2,52,56,0.73243898479268
2,4,2,2,2,34,74,0.848844825057313
1,1,3,1,1,50,46,0.632432128768414
2,2,4,1,2,64,60,0.798887892859057
1,3,1,2,1,66,74,0.615712596802041
2,4,2,2,2,64,58,0.566016406053677
1,3,1,1,3,46,80,0.698960900539532
2,2,4,1,2,48,48,0.98228782764636
1,3,1,2,1,62,72,0.482508454937488
1,1,3,1,1,76,56,0.599035731516778
2,4,2,2,2,12,82,0.532606150722131
1,1,3,1,1,50,42,0.565730137517676
2,4,2,2,2,56,84,0.565816929796711
1,3,1,2,1,66,54,0.649117017164826
2,2,4,1,2,60,58,0.748909445013851
2,2,4,1,2,36,28,0.84906362881884
1,1,3,2,3,92,82,0.515954812755808
1,3,1,2,1,68,70,1.08219841006212
2,2,4,1,2,66,44,0.565364005742595
2,4,2,2,2,50,66,0.649466009344906
1,3,1,2,1,34,58,0.898550497367978
1,3,1,2,1,56,70,0.665462759090587
2,2,4,1,2,94,12,0.582407732261345
1,1,3,1,1,22,34,0.715448500355706
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,1,1,3,44,72,0.765989274252206
2,2,4,1,2,48,12,0.898851717356592
1,1,3,1,1,52,50,0.965534016489983
2,2,4,1,2,32,34,1.41480215382762
2,4,2,1,4,42,60,1.1818106896244
1,3,1,2,1,62,60,1.38136308966205
2,4,2,2,2,66,84,0.948593492386863
1,1,3,1,1,68,44,0.898157015210018
2,4,2,2,2,62,56,1.31545462692156
1,1,3,1,1,82,48,0.865488869836554
1,3,1,1,3,62,48,0.882151512894779
2,2,4,1,2,70,36,0.882123797899112
2,2,4,1,2,94,18,0.715681891189888
1,3,1,2,1,76,74,1.14892082288861
2,2,4,1,2,72,68,0.782431290019304
1,1,3,1,1,48,62,0.898775136098266
1,1,3,1,1,48,56,0.782016656827182
2,2,4,1,2,58,66,0.815473590046167
2,4,2,2,2,24,58,0.86578972521238
1,1,3,1,1,72,50,0.882807924412191
2,4,2,2,2,42,82,0.815561476396397
1,3,1,1,3,34,36,0.882153336424381
2,4,2,2,2,38,28,0.815452439012006
1,3,1,2,1,54,70,1.03187899291515
